"","id","Season","Daynum","ID_SeasonTeam1","Team1","ID_SeasonTeam2","Team2","Seed_num_Team1","Seed_Pre_Team1","Seed_Diff_Team1","Seed_num_Team2","Seed_Pre_Team2","Seed_Diff_Team2","Seed_Diff","Result"
"240","1989_1225_1424",1989,136,"1989_1225",1225,"1989_1424",1424,13,20,7,4,4,0,-9,"Lose"
"241","1989_1371_1424",1989,145,"1989_1371",1371,"1989_1424",1424,3,8,5,4,4,0,1,"Win"
"242","1989_1177_1424",1989,138,"1989_1177",1177,"1989_1424",1424,12,5,-7,4,4,0,-8,"Lose"
"243","1989_1231_1431",1989,139,"1989_1231",1231,"1989_1431",1431,2,4,2,7,9,2,5,"Win"
"244","1989_1261_1431",1989,137,"1989_1261",1261,"1989_1431",1431,10,9,-1,7,9,2,-3,"Lose"
"245","1989_1323_1435",1989,137,"1989_1323",1323,"1989_1435",1435,9,10,1,8,7,-1,-1,"Win"
"246","1989_1276_1438",1989,145,"1989_1276",1276,"1989_1438",1438,3,3,0,5,20,15,2,"Win"
"247","1989_1292_1438",1989,138,"1989_1292",1292,"1989_1438",1438,13,20,7,5,20,15,-8,"Lose"
"248","1989_1328_1438",1989,143,"1989_1328",1328,"1989_1438",1438,1,1,0,5,20,15,4,"Lose"
"249","1989_1344_1438",1989,136,"1989_1344",1344,"1989_1438",1438,12,20,8,5,20,15,-7,"Lose"
"250","1989_1397_1452",1989,136,"1989_1397",1397,"1989_1452",1452,10,20,10,7,20,13,-3,"Lose"
"251","1989_1181_1452",1989,138,"1989_1181",1181,"1989_1452",1452,2,2,0,7,20,13,5,"Win"
"252","1989_1276_1462",1989,137,"1989_1276",1276,"1989_1462",1462,3,3,0,14,11,-3,11,"Win"
"253","1990_1104_1112",1990,139,"1990_1104",1104,"1990_1112",1112,7,6,-1,2,1,-1,-5,"Win"
"254","1990_1140_1155",1990,136,"1990_1140",1140,"1990_1155",1155,12,20,8,5,9,4,-7,"Lose"
"255","1990_1104_1161",1990,137,"1990_1104",1104,"1990_1161",1161,7,6,-1,10,10,0,3,"Win"
"256","1990_1143_1163",1990,138,"1990_1143",1143,"1990_1163",1163,9,20,11,1,20,19,-8,"Lose"
"257","1990_1131_1163",1990,136,"1990_1131",1131,"1990_1163",1163,16,20,4,1,20,19,-15,"Lose"
"258","1990_1155_1163",1990,143,"1990_1155",1155,"1990_1163",1163,5,9,4,1,20,19,-4,"Lose"
"259","1990_1116_1173",1990,138,"1990_1116",1116,"1990_1173",1173,4,5,1,12,20,8,8,"Win"
"260","1990_1116_1181",1990,152,"1990_1116",1116,"1990_1181",1181,4,5,1,3,2,-1,-1,"Lose"
"261","1990_1163_1181",1990,145,"1990_1163",1163,"1990_1181",1181,1,20,19,3,2,-1,2,"Lose"
"262","1990_1190_1210",1990,136,"1990_1190",1190,"1990_1210",1210,13,16,3,4,6,2,-9,"Lose"
"263","1990_1173_1228",1990,136,"1990_1173",1173,"1990_1228",1228,12,20,8,5,1,-4,-7,"Win"
"264","1990_1143_1231",1990,136,"1990_1143",1143,"1990_1231",1231,9,20,11,8,2,-6,-1,"Win"
"265","1990_1155_1247",1990,138,"1990_1155",1155,"1990_1247",1247,5,9,4,4,8,4,-1,"Win"
"266","1990_1225_1257",1990,136,"1990_1225",1225,"1990_1257",1257,13,13,0,4,4,0,-9,"Lose"
"267","1990_1123_1257",1990,138,"1990_1123",1123,"1990_1257",1257,12,9,-3,4,4,0,-8,"Win"
"268","1990_1104_1258",1990,144,"1990_1104",1104,"1990_1258",1258,7,6,-1,11,12,1,4,"Lose"
"269","1990_1210_1261",1990,138,"1990_1210",1210,"1990_1261",1261,4,6,2,5,10,5,1,"Win"
"270","1990_1229_1276",1990,137,"1990_1229",1229,"1990_1276",1276,14,20,6,3,3,0,-11,"Lose"
"271","1990_1258_1276",1990,139,"1990_1258",1258,"1990_1276",1276,11,12,1,3,3,0,-8,"Win"
"272","1990_1210_1277",1990,144,"1990_1210",1210,"1990_1277",1277,4,6,2,1,20,19,-3,"Win"
"273","1990_1210_1278",1990,146,"1990_1210",1210,"1990_1278",1278,4,6,2,6,11,5,2,"Win"
"274","1990_1277_1293",1990,136,"1990_1277",1277,"1990_1293",1293,1,20,19,16,20,4,15,"Win"
"275","1990_1258_1308",1990,137,"1990_1258",1258,"1990_1308",1308,11,12,1,6,20,14,-5,"Win"
"276","1990_1283_1314",1990,136,"1990_1283",1283,"1990_1314",1314,9,14,5,8,2,-6,-1,"Lose"
"277","1990_1116_1314",1990,143,"1990_1116",1116,"1990_1314",1314,4,5,1,8,2,-6,4,"Win"
"278","1990_1278_1320",1990,139,"1990_1278",1278,"1990_1320",1320,6,11,5,14,20,6,8,"Win"
"279","1990_1281_1320",1990,137,"1990_1281",1281,"1990_1320",1320,3,3,0,14,20,6,11,"Lose"
"280","1990_1314_1328",1990,138,"1990_1314",1314,"1990_1328",1328,8,2,-6,1,1,0,-7,"Win"
"281","1990_1123_1333",1990,136,"1990_1123",1123,"1990_1333",1333,12,9,-3,5,6,1,-7,"Win"
"282","1990_1116_1343",1990,136,"1990_1116",1116,"1990_1343",1343,4,5,1,13,16,3,9,"Win"
"283","1990_1326_1344",1990,136,"1990_1326",1326,"1990_1344",1344,8,20,12,9,12,3,1,"Win"
"284","1990_1181_1350",1990,137,"1990_1181",1181,"1990_1350",1350,3,2,-1,14,20,6,11,"Win"
"285","1990_1242_1352",1990,137,"1990_1242",1242,"1990_1352",1352,2,20,18,15,16,1,13,"Win"
"286","1990_1277_1364",1990,138,"1990_1277",1277,"1990_1364",1364,1,20,19,9,20,11,8,"Win"
"287","1990_1222_1364",1990,136,"1990_1222",1222,"1990_1364",1364,8,20,12,9,20,11,1,"Lose"
"288","1990_1112_1378",1990,137,"1990_1112",1112,"1990_1378",1378,2,1,-1,15,20,5,13,"Win"
"289","1990_1247_1379",1990,136,"1990_1247",1247,"1990_1379",1379,4,8,4,13,20,7,9,"Win"
"290","1990_1181_1385",1990,139,"1990_1181",1181,"1990_1385",1385,3,2,-1,6,20,14,3,"Win"
"291","1990_1164_1393",1990,137,"1990_1164",1164,"1990_1393",1393,15,20,5,2,2,0,-13,"Lose"
"292","1990_1278_1393",1990,144,"1990_1278",1278,"1990_1393",1393,6,11,5,2,2,0,-4,"Win"
"293","1990_1385_1396",1990,137,"1990_1385",1385,"1990_1396",1396,6,20,14,11,20,9,5,"Win"
"294","1990_1208_1400",1990,137,"1990_1208",1208,"1990_1400",1400,7,20,13,10,11,1,3,"Lose"
"295","1990_1345_1400",1990,139,"1990_1345",1345,"1990_1400",1400,2,20,18,10,11,1,8,"Lose"
"296","1990_1116_1400",1990,145,"1990_1116",1116,"1990_1400",1400,4,5,1,10,11,1,6,"Win"
"297","1990_1328_1406",1990,136,"1990_1328",1328,"1990_1406",1406,1,1,0,16,20,4,15,"Win"
"298","1990_1207_1411",1990,137,"1990_1207",1207,"1990_1411",1411,3,1,-2,14,20,6,11,"Win"
"299","1990_1412_1417",1990,137,"1990_1412",1412,"1990_1417",1417,10,20,10,7,7,0,-3,"Lose"
"300","1990_1181_1417",1990,143,"1990_1181",1181,"1990_1417",1417,3,2,-1,7,7,0,4,"Win"
"301","1990_1242_1417",1990,139,"1990_1242",1242,"1990_1417",1417,2,20,18,7,7,0,5,"Lose"
"302","1990_1345_1419",1990,137,"1990_1345",1345,"1990_1419",1419,2,20,18,15,20,5,13,"Win"
"303","1990_1114_1424",1990,136,"1990_1114",1114,"1990_1424",1424,16,13,-3,1,4,3,-15,"Lose"
"304","1990_1210_1424",1990,152,"1990_1210",1210,"1990_1424",1424,4,6,2,1,4,3,-3,"Lose"
"305","1990_1123_1424",1990,144,"1990_1123",1123,"1990_1424",1424,12,9,-3,1,4,3,-11,"Lose"
"306","1990_1181_1424",1990,154,"1990_1181",1181,"1990_1424",1424,3,2,-1,1,4,3,-2,"Lose"
"307","1990_1326_1424",1990,138,"1990_1326",1326,"1990_1424",1424,8,20,12,1,4,3,-7,"Lose"
"308","1990_1258_1424",1990,146,"1990_1258",1258,"1990_1424",1424,11,12,1,1,4,3,-10,"Lose"
"309","1990_1278_1431",1990,137,"1990_1278",1278,"1990_1431",1431,6,11,5,11,7,-4,5,"Win"
"310","1990_1261_1437",1990,136,"1990_1261",1261,"1990_1437",1437,5,10,5,12,20,8,7,"Win"
"311","1990_1393_1438",1990,139,"1990_1393",1393,"1990_1438",1438,2,2,0,7,5,-2,5,"Win"
"312","1990_1323_1438",1990,137,"1990_1323",1323,"1990_1438",1438,10,9,-1,7,5,-2,-3,"Lose"
"313","1990_1207_1462",1990,139,"1990_1207",1207,"1990_1462",1462,3,1,-2,6,14,8,3,"Lose"
"314","1990_1243_1462",1990,137,"1990_1243",1243,"1990_1462",1462,11,6,-5,6,14,8,-5,"Lose"
"315","1990_1400_1462",1990,143,"1990_1400",1400,"1990_1462",1462,10,11,1,6,14,8,-4,"Win"
"316","1991_1104_1116",1991,143,"1991_1104",1104,"1991_1116",1116,4,7,3,1,4,3,-3,"Lose"
"317","1991_1113_1116",1991,139,"1991_1113",1113,"1991_1116",1116,8,20,12,1,4,3,-7,"Lose"
"318","1991_1112_1140",1991,138,"1991_1112",1112,"1991_1140",1140,2,2,0,10,12,2,8,"Win"
"319","1991_1163_1181",1991,144,"1991_1163",1163,"1991_1181",1181,11,1,-10,2,3,1,-9,"Lose"
"320","1991_1116_1209",1991,137,"1991_1116",1116,"1991_1209",1209,1,4,3,16,20,4,15,"Win"
"321","1991_1177_1210",1991,137,"1991_1177",1177,"1991_1210",1210,9,20,11,8,4,-4,-1,"Lose"
"322","1991_1157_1231",1991,136,"1991_1157",1157,"1991_1231",1231,15,20,5,2,8,6,-13,"Lose"
"323","1991_1199_1231",1991,138,"1991_1199",1199,"1991_1231",1231,7,20,13,2,8,6,-5,"Lose"
"324","1991_1190_1234",1991,136,"1991_1190",1190,"1991_1234",1234,10,13,3,7,20,13,-3,"Lose"
"325","1991_1181_1234",1991,138,"1991_1181",1181,"1991_1234",1234,2,3,1,7,20,13,5,"Win"
"326","1991_1116_1242",1991,145,"1991_1116",1116,"1991_1242",1242,1,4,3,3,2,-1,2,"Lose"
"327","1991_1231_1242",1991,143,"1991_1231",1231,"1991_1242",1242,2,8,6,3,2,-1,1,"Lose"
"328","1991_1181_1242",1991,154,"1991_1181",1181,"1991_1242",1242,2,3,1,3,2,-1,1,"Win"
"329","1991_1163_1261",1991,136,"1991_1163",1163,"1991_1261",1261,11,1,-10,6,5,-1,-5,"Win"
"330","1991_1185_1280",1991,137,"1991_1185",1185,"1991_1280",1280,12,20,8,5,20,15,-7,"Win"
"331","1991_1104_1293",1991,137,"1991_1104",1104,"1991_1293",1293,4,7,3,13,16,3,9,"Win"
"332","1991_1166_1308",1991,136,"1991_1166",1166,"1991_1308",1308,11,20,9,6,6,0,-5,"Win"
"333","1991_1242_1309",1991,136,"1991_1242",1242,"1991_1309",1309,3,2,-1,14,20,6,11,"Win"
"334","1991_1185_1314",1991,144,"1991_1185",1185,"1991_1314",1314,12,20,8,1,8,7,-11,"Lose"
"335","1991_1242_1314",1991,152,"1991_1242",1242,"1991_1314",1314,3,2,-1,1,8,7,-2,"Win"
"336","1991_1314_1318",1991,137,"1991_1314",1314,"1991_1318",1318,1,8,7,16,20,4,15,"Win"
"337","1991_1210_1326",1991,139,"1991_1210",1210,"1991_1326",1326,8,4,-4,1,8,7,-7,"Lose"
"338","1991_1301_1329",1991,138,"1991_1301",1301,"1991_1329",1329,6,20,14,3,20,17,-3,"Lose"
"339","1991_1307_1329",1991,136,"1991_1307",1307,"1991_1329",1329,14,20,6,3,20,17,-11,"Lose"
"340","1991_1185_1336",1991,139,"1991_1185",1185,"1991_1336",1336,12,20,8,13,20,7,1,"Win"
"341","1991_1242_1338",1991,138,"1991_1242",1242,"1991_1338",1338,3,2,-1,6,20,14,3,"Win"
"342","1991_1208_1338",1991,136,"1991_1208",1208,"1991_1338",1338,11,7,-4,6,20,14,-5,"Lose"
"343","1991_1113_1353",1991,137,"1991_1113",1113,"1991_1353",1353,8,20,12,9,20,11,1,"Win"
"344","1991_1112_1371",1991,143,"1991_1112",1112,"1991_1371",1371,2,2,0,3,20,17,1,"Lose"
"345","1991_1337_1371",1991,136,"1991_1337",1337,"1991_1371",1371,14,20,6,3,20,17,-11,"Lose"
"346","1991_1166_1371",1991,138,"1991_1166",1166,"1991_1371",1371,11,20,9,3,20,17,-8,"Lose"
"347","1991_1301_1379",1991,136,"1991_1301",1301,"1991_1379",1379,6,20,14,11,13,2,5,"Win"
"348","1991_1112_1384",1991,136,"1991_1112",1112,"1991_1384",1384,2,2,0,15,20,5,13,"Win"
"349","1991_1326_1385",1991,144,"1991_1326",1326,"1991_1385",1385,1,8,7,4,6,2,3,"Lose"
"350","1991_1181_1385",1991,146,"1991_1181",1181,"1991_1385",1385,2,3,1,4,6,2,2,"Win"
"351","1991_1296_1385",1991,137,"1991_1296",1296,"1991_1385",1385,13,20,7,4,6,2,-9,"Lose"
"352","1991_1350_1393",1991,136,"1991_1350",1350,"1991_1393",1393,15,14,-1,2,2,0,-13,"Win"
"353","1991_1314_1396",1991,146,"1991_1314",1314,"1991_1396",1396,1,8,7,10,11,1,9,"Win"
"354","1991_1329_1396",1991,144,"1991_1329",1329,"1991_1396",1396,3,20,17,10,11,1,7,"Lose"
"355","1991_1350_1396",1991,138,"1991_1350",1350,"1991_1396",1396,15,14,-1,10,11,1,-5,"Lose"
"356","1991_1345_1396",1991,136,"1991_1345",1345,"1991_1396",1396,7,2,-5,10,11,1,3,"Lose"
"357","1991_1385_1400",1991,139,"1991_1385",1385,"1991_1400",1400,4,6,2,5,10,5,1,"Win"
"358","1991_1389_1400",1991,137,"1991_1389",1389,"1991_1400",1400,12,20,8,5,10,5,-7,"Lose"
"359","1991_1326_1406",1991,137,"1991_1326",1326,"1991_1406",1406,1,8,7,16,16,0,15,"Win"
"360","1991_1336_1417",1991,137,"1991_1336",1336,"1991_1417",1417,13,20,7,4,7,3,-9,"Win"
"361","1991_1181_1419",1991,136,"1991_1181",1181,"1991_1419",1419,2,3,1,15,15,0,13,"Win"
"362","1991_1181_1424",1991,152,"1991_1181",1181,"1991_1424",1424,2,3,1,1,1,0,-1,"Win"
"363","1991_1371_1424",1991,145,"1991_1371",1371,"1991_1424",1424,3,20,17,1,1,0,-2,"Lose"
"364","1991_1285_1424",1991,137,"1991_1285",1285,"1991_1424",1424,16,20,4,1,1,0,-15,"Lose"
"365","1991_1207_1424",1991,139,"1991_1207",1207,"1991_1424",1424,8,3,-5,1,1,0,-7,"Lose"
"366","1991_1199_1425",1991,136,"1991_1199",1199,"1991_1425",1425,7,20,13,10,20,10,3,"Win"
"367","1991_1277_1428",1991,139,"1991_1277",1277,"1991_1428",1428,5,1,-4,4,20,16,-1,"Lose"
"368","1991_1375_1428",1991,137,"1991_1375",1375,"1991_1428",1428,13,20,7,4,20,16,-9,"Lose"
"369","1991_1424_1428",1991,143,"1991_1424",1424,"1991_1428",1428,1,1,0,4,20,16,3,"Win"
"370","1991_1207_1435",1991,137,"1991_1207",1207,"1991_1435",1435,8,3,-5,9,20,11,1,"Win"
"371","1991_1314_1437",1991,139,"1991_1314",1314,"1991_1437",1437,1,8,7,9,12,3,8,"Win"
"372","1991_1343_1437",1991,137,"1991_1343",1343,"1991_1437",1437,8,13,5,9,12,3,1,"Lose"
"373","1991_1140_1438",1991,136,"1991_1140",1140,"1991_1438",1438,10,12,2,7,7,0,-3,"Win"
"374","1991_1256_1448",1991,137,"1991_1256",1256,"1991_1448",1448,12,20,8,5,20,15,-7,"Lose"
"375","1991_1104_1448",1991,139,"1991_1104",1104,"1991_1448",1448,4,7,3,5,20,15,1,"Win"
"376","1991_1277_1453",1991,137,"1991_1277",1277,"1991_1453",1453,5,1,-4,12,20,8,7,"Win"
"377","1991_1304_1462",1991,136,"1991_1304",1304,"1991_1462",1462,3,20,17,14,6,-8,11,"Lose"
"378","1991_1163_1462",1991,138,"1991_1163",1163,"1991_1462",1462,11,1,-10,14,6,-8,3,"Win"
"379","1992_1153_1174",1992,137,"1992_1153",1153,"1992_1174",1174,4,20,16,13,20,7,9,"Win"
"380","1992_1144_1181",1992,136,"1992_1144",1144,"1992_1181",1181,16,20,4,1,2,1,-15,"Lose"
"381","1992_1112_1190",1992,137,"1992_1112",1112,"1992_1190",1190,3,2,-1,14,10,-4,11,"Lose"
"382","1992_1199_1207",1992,138,"1992_1199",1199,"1992_1207",1207,3,7,4,6,8,2,3,"Win"
"383","1992_1210_1222",1992,136,"1992_1210",1210,"1992_1222",1222,7,8,1,10,20,10,3,"Win"
"384","1992_1183_1231",1992,136,"1992_1183",1183,"1992_1231",1231,15,20,5,2,2,0,-13,"Lose"
"385","1992_1199_1231",1992,143,"1992_1199",1199,"1992_1231",1231,3,7,4,2,2,0,-1,"Lose"
"386","1992_1181_1231",1992,152,"1992_1181",1181,"1992_1231",1231,1,2,1,2,2,0,1,"Win"
"387","1992_1181_1234",1992,138,"1992_1181",1181,"1992_1234",1234,1,2,1,9,7,-2,8,"Win"
"388","1992_1150_1235",1992,137,"1992_1150",1150,"1992_1235",1235,7,20,13,10,20,10,3,"Lose"
"389","1992_1224_1242",1992,137,"1992_1224",1224,"1992_1242",1242,16,20,4,1,3,2,-15,"Lose"
"390","1992_1181_1246",1992,145,"1992_1181",1181,"1992_1246",1246,1,2,1,2,20,18,1,"Win"
"391","1992_1235_1246",1992,139,"1992_1235",1235,"1992_1246",1246,10,20,10,2,20,18,-8,"Lose"
"392","1992_1140_1261",1992,136,"1992_1140",1140,"1992_1261",1261,10,10,0,7,6,-1,-3,"Lose"
"393","1992_1231_1261",1992,138,"1992_1231",1231,"1992_1261",1261,2,2,0,7,6,-1,5,"Win"
"394","1992_1246_1269",1992,143,"1992_1246",1246,"1992_1269",1269,2,20,18,3,20,17,1,"Win"
"395","1992_1200_1269",1992,137,"1992_1200",1200,"1992_1269",1269,14,20,6,3,20,17,-11,"Lose"
"396","1992_1116_1272",1992,138,"1992_1116",1116,"1992_1272",1272,3,1,-2,6,20,14,3,"Lose"
"397","1992_1210_1272",1992,144,"1992_1210",1210,"1992_1272",1272,7,8,1,6,20,14,-1,"Lose"
"398","1992_1153_1272",1992,146,"1992_1153",1153,"1992_1272",1272,4,20,16,6,20,14,2,"Win"
"399","1992_1181_1276",1992,154,"1992_1181",1181,"1992_1276",1276,1,2,1,6,20,14,5,"Win"
"400","1992_1153_1276",1992,152,"1992_1153",1153,"1992_1276",1276,4,20,16,6,20,14,2,"Lose"
"401","1992_1190_1276",1992,139,"1992_1190",1190,"1992_1276",1276,14,10,-4,6,20,14,-8,"Lose"
"402","1992_1153_1277",1992,139,"1992_1153",1153,"1992_1277",1277,4,20,16,5,5,0,1,"Win"
"403","1992_1277_1283",1992,137,"1992_1277",1277,"1992_1283",1283,5,5,0,12,20,8,7,"Win"
"404","1992_1199_1285",1992,136,"1992_1199",1199,"1992_1285",1285,3,7,4,14,16,2,11,"Win"
"405","1992_1116_1293",1992,136,"1992_1116",1116,"1992_1293",1293,3,1,-2,14,13,-1,11,"Win"
"406","1992_1163_1304",1992,136,"1992_1163",1163,"1992_1304",1304,9,11,2,8,3,-5,-1,"Win"
"407","1992_1177_1308",1992,137,"1992_1177",1177,"1992_1308",1308,5,9,4,12,6,-6,7,"Lose"
"408","1992_1104_1314",1992,138,"1992_1104",1104,"1992_1314",1314,5,4,-1,4,1,-3,-1,"Lose"
"409","1992_1275_1314",1992,136,"1992_1275",1275,"1992_1314",1314,13,20,7,4,1,-3,-9,"Lose"
"410","1992_1163_1326",1992,138,"1992_1163",1163,"1992_1326",1326,9,11,2,1,1,0,-8,"Lose"
"411","1992_1314_1326",1992,144,"1992_1314",1314,"1992_1326",1326,4,1,-3,1,1,0,-3,"Lose"
"412","1992_1290_1326",1992,136,"1992_1290",1290,"1992_1326",1326,16,20,4,1,1,0,-15,"Lose"
"413","1992_1276_1326",1992,146,"1992_1276",1276,"1992_1326",1326,6,20,14,1,1,0,-5,"Win"
"414","1992_1204_1329",1992,137,"1992_1204",1204,"1992_1329",1329,15,20,5,2,3,1,-13,"Lose"
"415","1992_1276_1329",1992,144,"1992_1276",1276,"1992_1329",1329,6,20,14,2,3,1,-4,"Win"
"416","1992_1246_1330",1992,137,"1992_1246",1246,"1992_1330",1330,2,20,18,15,20,5,13,"Win"
"417","1992_1272_1337",1992,136,"1992_1272",1272,"1992_1337",1337,6,20,14,11,14,3,5,"Win"
"418","1992_1181_1371",1992,143,"1992_1181",1181,"1992_1371",1371,1,2,1,4,3,-1,3,"Win"
"419","1992_1281_1371",1992,138,"1992_1281",1281,"1992_1371",1371,5,20,15,4,3,-1,-1,"Lose"
"420","1992_1247_1371",1992,136,"1992_1247",1247,"1992_1371",1371,13,20,7,4,3,-1,-9,"Lose"
"421","1992_1207_1378",1992,136,"1992_1207",1207,"1992_1378",1378,6,8,2,11,20,9,5,"Win"
"422","1992_1104_1390",1992,136,"1992_1104",1104,"1992_1390",1390,5,4,-1,12,20,8,7,"Win"
"423","1992_1269_1393",1992,139,"1992_1269",1269,"1992_1393",1393,3,20,17,6,2,-4,3,"Win"
"424","1992_1343_1393",1992,137,"1992_1343",1343,"1992_1393",1393,11,8,-3,6,2,-4,-5,"Lose"
"425","1992_1276_1396",1992,137,"1992_1276",1276,"1992_1396",1396,6,20,14,11,10,-1,5,"Win"
"426","1992_1234_1400",1992,136,"1992_1234",1234,"1992_1400",1400,9,7,-2,8,5,-3,-1,"Win"
"427","1992_1385_1408",1992,137,"1992_1385",1385,"1992_1408",1408,7,4,-3,10,20,10,3,"Lose"
"428","1992_1329_1408",1992,139,"1992_1329",1329,"1992_1408",1408,2,3,1,10,20,10,8,"Win"
"429","1992_1231_1417",1992,145,"1992_1231",1231,"1992_1417",1417,2,2,0,1,4,3,-1,"Win"
"430","1992_1308_1417",1992,143,"1992_1308",1308,"1992_1417",1417,12,6,-6,1,4,3,-11,"Lose"
"431","1992_1352_1417",1992,137,"1992_1352",1352,"1992_1417",1417,16,20,4,1,4,3,-15,"Lose"
"432","1992_1257_1417",1992,139,"1992_1257",1257,"1992_1417",1417,8,20,12,1,4,3,-7,"Lose"
"433","1992_1328_1418",1992,137,"1992_1328",1328,"1992_1418",1418,4,20,16,13,20,7,9,"Lose"
"434","1992_1308_1418",1992,139,"1992_1308",1308,"1992_1418",1418,12,6,-6,13,20,7,1,"Win"
"435","1992_1210_1425",1992,138,"1992_1210",1210,"1992_1425",1425,7,8,1,2,10,8,-5,"Win"
"436","1992_1419_1425",1992,136,"1992_1419",1419,"1992_1425",1425,15,15,0,2,10,8,-13,"Lose"
"437","1992_1242_1431",1992,139,"1992_1242",1242,"1992_1431",1431,1,3,2,9,20,11,8,"Lose"
"438","1992_1153_1431",1992,144,"1992_1153",1153,"1992_1431",1431,4,20,16,9,20,11,5,"Win"
"439","1992_1191_1431",1992,137,"1992_1191",1191,"1992_1431",1431,8,20,12,9,20,11,1,"Lose"
"440","1992_1257_1448",1992,137,"1992_1257",1257,"1992_1448",1448,8,20,12,9,5,-4,1,"Win"
"441","1992_1281_1452",1992,136,"1992_1281",1281,"1992_1452",1452,5,20,15,12,20,8,7,"Win"
"442","1993_1153_1164",1993,137,"1993_1153",1153,"1993_1164",1164,2,4,2,15,20,5,13,"Win"
"443","1993_1143_1181",1993,138,"1993_1143",1143,"1993_1181",1181,6,20,14,3,1,-2,-3,"Win"
"444","1993_1191_1199",1993,136,"1993_1191",1191,"1993_1199",1199,14,8,-6,3,3,0,-11,"Lose"
"445","1993_1116_1221",1993,136,"1993_1116",1116,"1993_1221",1221,4,3,-1,13,20,7,9,"Win"
"446","1993_1123_1242",1993,136,"1993_1123",1123,"1993_1242",1242,15,20,5,2,1,-1,-13,"Lose"
"447","1993_1143_1242",1993,143,"1993_1143",1143,"1993_1242",1242,6,20,14,2,1,-1,-4,"Lose"
"448","1993_1231_1242",1993,145,"1993_1231",1231,"1993_1242",1242,1,2,1,2,1,-1,1,"Lose"
"449","1993_1140_1242",1993,138,"1993_1140",1140,"1993_1242",1242,7,10,3,2,1,-1,-5,"Lose"
"450","1993_1199_1246",1993,145,"1993_1199",1199,"1993_1246",1246,3,3,0,1,2,1,-2,"Lose"
"451","1993_1228_1253",1993,136,"1993_1228",1228,"1993_1253",1253,6,20,14,11,20,9,5,"Win"
"452","1993_1174_1257",1993,137,"1993_1174",1174,"1993_1257",1257,13,13,0,4,8,4,-9,"Lose"
"453","1993_1231_1257",1993,143,"1993_1231",1231,"1993_1257",1257,1,2,1,4,8,4,3,"Win"
"454","1993_1143_1261",1993,136,"1993_1143",1143,"1993_1261",1261,6,20,14,11,7,-4,5,"Win"
"455","1993_1246_1276",1993,152,"1993_1246",1246,"1993_1276",1276,1,2,1,1,6,5,0,"Lose"
"456","1993_1157_1276",1993,137,"1993_1157",1157,"1993_1276",1276,16,20,4,1,6,5,-15,"Lose"
"457","1993_1203_1276",1993,144,"1993_1203",1203,"1993_1276",1276,12,20,8,1,6,5,-11,"Lose"
"458","1993_1203_1307",1993,137,"1993_1203",1203,"1993_1307",1307,12,20,8,5,20,15,-7,"Win"
"459","1993_1304_1308",1993,137,"1993_1304",1304,"1993_1308",1308,10,8,-2,7,12,5,-3,"Lose"
"460","1993_1153_1308",1993,139,"1993_1153",1153,"1993_1308",1308,2,4,2,7,12,5,5,"Win"
"461","1993_1116_1314",1993,144,"1993_1116",1116,"1993_1314",1314,4,3,-1,1,4,3,-3,"Lose"
"462","1993_1276_1314",1993,154,"1993_1276",1276,"1993_1314",1314,1,6,5,1,4,3,0,"Lose"
"463","1993_1242_1314",1993,152,"1993_1242",1242,"1993_1314",1314,2,1,-1,1,4,3,-1,"Lose"
"464","1993_1187_1314",1993,136,"1993_1187",1187,"1993_1314",1314,16,20,4,1,4,3,-15,"Lose"
"465","1993_1153_1314",1993,146,"1993_1153",1153,"1993_1314",1314,2,4,2,1,4,3,-1,"Lose"
"466","1993_1257_1329",1993,139,"1993_1257",1257,"1993_1329",1329,4,8,4,5,2,-3,1,"Win"
"467","1993_1266_1329",1993,137,"1993_1266",1266,"1993_1329",1329,12,20,8,5,2,-3,-7,"Lose"
"468","1993_1269_1335",1993,137,"1993_1269",1269,"1993_1335",1335,3,3,0,14,20,6,11,"Win"
"469","1993_1345_1348",1993,136,"1993_1345",1345,"1993_1348",1348,9,20,11,8,20,12,-1,"Lose"
"470","1993_1314_1348",1993,138,"1993_1314",1314,"1993_1348",1348,1,4,3,8,20,12,7,"Win"
"471","1993_1246_1351",1993,137,"1993_1246",1246,"1993_1351",1351,1,2,1,16,20,4,15,"Win"
"472","1993_1181_1356",1993,136,"1993_1181",1181,"1993_1356",1356,3,1,-2,14,20,6,11,"Win"
"473","1993_1112_1365",1993,136,"1993_1112",1112,"1993_1365",1365,2,3,1,15,20,5,13,"Lose"
"474","1993_1140_1374",1993,136,"1993_1140",1140,"1993_1374",1374,7,10,3,10,20,10,3,"Win"
"475","1993_1210_1380",1993,137,"1993_1210",1210,"1993_1380",1380,4,7,3,13,20,7,9,"Lose"
"476","1993_1203_1380",1993,139,"1993_1203",1203,"1993_1380",1380,12,20,8,13,20,7,1,"Win"
"477","1993_1116_1385",1993,138,"1993_1116",1116,"1993_1385",1385,4,3,-1,5,7,2,1,"Win"
"478","1993_1281_1396",1993,136,"1993_1281",1281,"1993_1396",1396,10,5,-5,7,11,4,-3,"Lose"
"479","1993_1276_1396",1993,146,"1993_1276",1276,"1993_1396",1396,1,6,5,7,11,4,6,"Win"
"480","1993_1365_1396",1993,138,"1993_1365",1365,"1993_1396",1396,15,20,5,7,11,4,-8,"Lose"
