"","Var1","Var2","correlation","abs_cor"
"12738","TO_avg_Team2","STL_avg_Team2",0.312725922315402,0.312725922315402
"4589","Score_avg_diff","OR_avg_Team1",0.312556147204655,0.312556147204655
"13634","OR_avg_Team1","Score_avg_diff",0.312556147204655,0.312556147204655
"5346","AST_avg_Team1","TR_avg_diff_Team1",0.312241046526385,0.312241046526385
"5616","TR_avg_diff_Team1","AST_avg_Team1",0.312241046526385,0.312241046526385
"2550","Score_avg_opp_diff","FGM_avg_Team1",-0.312197273815098,0.312197273815098
"13755","FGM_avg_Team1","Score_avg_opp_diff",-0.312197273815098,0.312197273815098
"13705","Home_won_prob_diff","Score_avg_diff",0.312162750049586,0.312162750049586
"14245","Score_avg_diff","Home_won_prob_diff",0.312162750049586,0.312162750049586
"7441","PF_avg_Team2","Games_won_Team2",-0.312153356678834,0.312153356678834
"13111","Games_won_Team2","PF_avg_Team2",-0.312153356678834,0.312153356678834
"10588","FTP_diff_diff","FTP_opp_Team2",0.311850002500901,0.311850002500901
"15718","FTP_opp_Team2","FTP_diff_diff",0.311850002500901,0.311850002500901
"9215","Score_avg_diff_diff","FGP_opp_Team2",0.311805162242367,0.311805162242367
"13940","FGP_opp_Team2","Score_avg_diff_diff",0.311805162242367,0.311805162242367
"108","FGP_diff","Seed_num_Team1",-0.311768117790795,0.311768117790795
"14553","Seed_num_Team1","FGP_diff",-0.311768117790795,0.311768117790795
"856","TR_avg_diff_Team1","Seed_Diff",0.311759844182092,0.311759844182092
"5311","Seed_Diff","TR_avg_diff_Team1",0.311759844182092,0.311759844182092
"36","DR_avg_Team1","Seed_num_Team1",-0.311541899491324,0.311541899491324
"4761","Seed_num_Team1","DR_avg_Team1",-0.311541899491324,0.311541899491324
"16445","AST_diff","TR_diff",0.311484651680895,0.311484651680895
"16985","TR_diff","AST_diff",0.311484651680895,0.311484651680895
"827","Score_avg_Team1","Seed_Diff",0.311241824204857,0.311241824204857
"1367","Seed_Diff","Score_avg_Team1",0.311241824204857,0.311241824204857
"1197","FGP_opp_diff","Games_won_Team1",0.311123741910876,0.311123741910876
"14697","Games_won_Team1","FGP_opp_diff",0.311123741910876,0.311123741910876
"7734","OR_opp_diff","Score_avg_Team2",0.310831229354214,0.310831229354214
"15969","Score_avg_Team2","OR_opp_diff",0.310831229354214,0.310831229354214
"6445","EFF_Team1","STL_avg_Team1",0.310669170823511,0.310669170823511
"7120","STL_avg_Team1","EFF_Team1",0.310669170823511,0.310669170823511
"14936","FGP3_opp_diff","FGP_diff_diff",0.310320459306804,0.310320459306804
"15206","FGP_diff_diff","FGP3_opp_diff",0.310320459306804,0.310320459306804
"2833","FGP3_diff_diff","FGP_Team1",0.309862077839525,0.309862077839525
"15253","FGP_Team1","FGP3_diff_diff",0.309862077839525,0.309862077839525
"12906","TR_opp_diff","STL_to_TO_Team2",0.309587896691782,0.309587896691782
"16551","STL_to_TO_Team2","TR_opp_diff",0.309587896691782,0.309587896691782
"10200","EFF_diff","FTM_avg_Team2",-0.309563681948553,0.309563681948553
"18435","FTM_avg_Team2","EFF_diff",-0.309563681948553,0.309563681948553
"5404","Winning_percent_diff","TR_avg_diff_Team1",0.309521605850679,0.309521605850679
"13504","TR_avg_diff_Team1","Winning_percent_diff",0.309521605850679,0.309521605850679
"5900","PF_avg_opp_Team1","TO_avg_Team1",0.309458911728002,0.309458911728002
"6980","TO_avg_Team1","PF_avg_opp_Team1",0.309458911728002,0.309458911728002
"10282","DR_avg_Team2","FTA_avg_Team2",0.309453931766022,0.309453931766022
"11092","FTA_avg_Team2","DR_avg_Team2",0.309453931766022,0.309453931766022
"3174","AST_to_TO_Team1","FGM3_avg_Team1",0.309379671999759,0.309379671999759
"6144","FGM3_avg_Team1","AST_to_TO_Team1",0.309379671999759,0.309379671999759
"10166","Score_avg_opp_diff","FTM_avg_Team2",0.309354582199636,0.309354582199636
"13811","FTM_avg_Team2","Score_avg_opp_diff",0.309354582199636,0.309354582199636
"7298","TO_avg_Team2","Games_Team2",-0.30925151825019,0.30925151825019
"12158","Games_Team2","TO_avg_Team2",-0.30925151825019,0.30925151825019
"13848","FGP3_opp_diff","Score_avg_opp_diff",0.30925039885709,0.30925039885709
"15198","Score_avg_opp_diff","FGP3_opp_diff",0.30925039885709,0.30925039885709
"2956","Winning_percent_diff","FGP_opp_Team1",-0.309134954522905,0.309134954522905
"13486","FGP_opp_Team1","Winning_percent_diff",-0.309134954522905,0.309134954522905
"2218","AST_avg_Team1","Away_won_prob_Team1",0.309105104634137,0.309105104634137
"5593","Away_won_prob_Team1","AST_avg_Team1",0.309105104634137,0.309105104634137
"119","DR_diff","Seed_num_Team1",-0.309023787724347,0.309023787724347
"16049","Seed_num_Team1","DR_diff",-0.309023787724347,0.309023787724347
"9068","AST_to_TO_Team2","FGP_Team2",0.30893430548412,0.30893430548412
"12443","FGP_Team2","AST_to_TO_Team2",0.30893430548412,0.30893430548412
"6631","Score_avg_diff_diff","STL_to_TO_Team1",0.308531105976979,0.308531105976979
"13921","STL_to_TO_Team1","Score_avg_diff_diff",0.308531105976979,0.308531105976979
"4118","TR_avg_Team1","FTP_Team1",-0.308023110045191,0.308023110045191
"5063","FTP_Team1","TR_avg_Team1",-0.308023110045191,0.308023110045191
"1137","STL_to_TO_Team1","Games_won_Team1",0.307890175982043,0.307890175982043
"6537","Games_won_Team1","STL_to_TO_Team1",0.307890175982043,0.307890175982043
"10302","Score_avg_opp_diff","FTA_avg_Team2",0.307824785414634,0.307824785414634
"13812","FTA_avg_Team2","Score_avg_opp_diff",0.307824785414634,0.307824785414634
"14389","FGP_opp_diff","Away_won_prob_diff",0.307590773725314,0.307590773725314
"14794","Away_won_prob_diff","FGP_opp_diff",0.307590773725314,0.307590773725314
"8965","AST_diff","FGA_avg_Team2",-0.307242186077436,0.307242186077436
"16930","FGA_avg_Team2","AST_diff",-0.307242186077436,0.307242186077436
"838","FGP_opp_Team1","Seed_Diff",-0.307027739927048,0.307027739927048
"2863","Seed_Diff","FGP_opp_Team1",-0.307027739927048,0.307027739927048
"10838","STL_avg_Team2","OR_avg_Team2",0.306981606595343,0.306981606595343
"12728","OR_avg_Team2","STL_avg_Team2",0.306981606595343,0.306981606595343
"4045","Score_avg_diff","FTA_avg_Team1",0.306809822024202,0.306809822024202
"13630","FTA_avg_Team1","Score_avg_diff",0.306809822024202,0.306809822024202
"13584","DR_opp_diff","Winning_percent_diff",0.306550431916006,0.306550431916006
"16284","Winning_percent_diff","DR_opp_diff",0.306550431916006,0.306550431916006
"3035","AST_avg_opp_Team1","FGP_diff_Team1",-0.306452262370579,0.306452262370579
"5735","FGP_diff_Team1","AST_avg_opp_Team1",-0.306452262370579,0.306452262370579
"4760","EFF_diff","OR_avg_opp_Team1",0.305962446071626,0.305962446071626
"18395","OR_avg_opp_Team1","EFF_diff",0.305962446071626,0.305962446071626
"7973","TR_avg_opp_Team2","Score_avg_diff_Team2",-0.305860559818191,0.305860559818191
"11483","Score_avg_diff_Team2","TR_avg_opp_Team2",-0.305860559818191,0.305860559818191
"630","TR_avg_diff_Team2","Seed_Pre_Team2",-0.30571394821361,0.30571394821361
"11565","Seed_Pre_Team2","TR_avg_diff_Team2",-0.30571394821361,0.30571394821361
"3018","FGP3_Team1","FGP_diff_Team1",0.305663521261068,0.305663521261068
"3423","FGP_diff_Team1","FGP3_Team1",0.305663521261068,0.305663521261068
"1616","DR_opp_diff","Score_avg_opp_Team1",-0.305563671672794,0.305563671672794
"16196","Score_avg_opp_Team1","DR_opp_diff",-0.305563671672794,0.305563671672794
"4667","AST_avg_opp_Team1","OR_avg_opp_Team1",0.305442983686027,0.305442983686027
"5747","OR_avg_opp_Team1","AST_avg_opp_Team1",0.305442983686027,0.305442983686027
"7609","AST_to_TO_diff","Winning_percent_Team2",-0.305348286213048,0.305348286213048
"17464","Winning_percent_Team2","AST_to_TO_diff",-0.305348286213048,0.305348286213048
"5413","FGP_opp_diff","TR_avg_diff_Team1",0.305255347043959,0.305255347043959
"14728","TR_avg_diff_Team1","FGP_opp_diff",0.305255347043959,0.305255347043959
"16589","BLK_diff","TR_opp_diff",-0.305122855545044,0.305122855545044
"18074","TR_opp_diff","BLK_diff",-0.305122855545044,0.305122855545044
"13461","BLK_diff","EFF_Team2",-0.30481037605606,0.30481037605606
"18051","EFF_Team2","BLK_diff",-0.30481037605606,0.30481037605606
"12364","OR_percent_diff","TO_avg_opp_Team2",-0.30476983771504,0.30476983771504
"16819","TO_avg_opp_Team2","OR_percent_diff",-0.30476983771504,0.30476983771504
"15085","AST_diff","FGP3_diff",0.304668091201556,0.304668091201556
"16975","FGP3_diff","AST_diff",0.304668091201556,0.304668091201556
"11421","BLK_diff","TR_avg_Team2",-0.304659030330187,0.304659030330187
"18036","TR_avg_Team2","BLK_diff",-0.304659030330187,0.304659030330187
"7401","Score_avg_Team2","Games_won_Team2",0.304445841791619,0.304445841791619
"7671","Games_won_Team2","Score_avg_Team2",0.304445841791619,0.304445841791619
"496","AST_avg_Team2","Seed_num_Team2",-0.304380214868456,0.304380214868456
"11836","Seed_num_Team2","AST_avg_Team2",-0.304380214868456,0.304380214868456
"11663","Score_avg_diff_diff","TR_avg_diff_Team2",-0.304225515199859,0.304225515199859
"13958","TR_avg_diff_Team2","Score_avg_diff_diff",-0.304225515199859,0.304225515199859
"3384","DR_opp_diff","FGA3_avg_Team1",-0.304011427475303,0.304011427475303
"16209","FGA3_avg_Team1","DR_opp_diff",-0.304011427475303,0.304011427475303
"10841","PF_avg_Team2","OR_avg_Team2",0.303907393685428,0.303907393685428
"13136","OR_avg_Team2","PF_avg_Team2",0.303907393685428,0.303907393685428
"1675","AST_avg_opp_Team1","Score_avg_diff_Team1",-0.303550678072042,0.303550678072042
"5725","Score_avg_diff_Team1","AST_avg_opp_Team1",-0.303550678072042,0.303550678072042
"6171","PF_avg_Team1","AST_to_TO_Team1",-0.303494667324526,0.303494667324526
"6846","AST_to_TO_Team1","PF_avg_Team1",-0.303494667324526,0.303494667324526
"1765","BLK_diff","Score_avg_diff_Team1",0.303177418463433,0.303177418463433
"17965","Score_avg_diff_Team1","BLK_diff",0.303177418463433,0.303177418463433
"7886","PF_diff","Score_avg_opp_Team2",0.303138144999115,0.303138144999115
"18146","Score_avg_opp_Team2","PF_diff",0.303138144999115,0.303138144999115
"2077","DR_avg_opp_Team1","Home_won_prob_Team1",-0.303075076983355,0.303075076983355
"4912","Home_won_prob_Team1","DR_avg_opp_Team1",-0.303075076983355,0.303075076983355
"7879","TO_diff","Score_avg_opp_Team2",0.303066199418166,0.303066199418166
"17194","Score_avg_opp_Team2","TO_diff",0.303066199418166,0.303066199418166
"10038","FGP_diff_diff","FGP3_diff_Team2",-0.302521265316022,0.302521265316022
"14898","FGP3_diff_Team2","FGP_diff_diff",-0.302521265316022,0.302521265316022
"6308","PF_avg_opp_Team1","AST_to_SCORE_Team1",-0.302475915282323,0.302475915282323
"6983","AST_to_SCORE_Team1","PF_avg_opp_Team1",-0.302475915282323,0.302475915282323
"174","TR_avg_Team1","Seed_Pre_Team1",-0.302317489666813,0.302317489666813
"5034","Seed_Pre_Team1","TR_avg_Team1",-0.302317489666813,0.302317489666813
"9640","DR_opp_diff","FGA3_avg_Team2",0.302000270236588,0.302000270236588
"16255","FGA3_avg_Team2","DR_opp_diff",0.302000270236588,0.302000270236588
"11006","AST_opp_diff","OR_avg_opp_Team2",0.301428859306442,0.301428859306442
"17081","OR_avg_opp_Team2","AST_opp_diff",0.301428859306442,0.301428859306442
"152","Home_won_prob_Team1","Seed_Pre_Team1",-0.301184371144611,0.301184371144611
"2042","Seed_Pre_Team1","Home_won_prob_Team1",-0.301184371144611,0.301184371144611
"17264","TO_opp_diff","TO_diff",0.301168121465999,0.301168121465999
"17399","TO_diff","TO_opp_diff",0.301168121465999,0.301168121465999
"1652","FGA_avg_Team1","Score_avg_diff_Team1",0.301167278430148,0.301167278430148
"2597","Score_avg_diff_Team1","FGA_avg_Team1",0.301167278430148,0.301167278430148
"636","AST_to_TO_Team2","Seed_Pre_Team2",-0.300883627012261,0.300883627012261
"12381","Seed_Pre_Team2","AST_to_TO_Team2",-0.300883627012261,0.300883627012261
"12610","PF_avg_opp_Team2","AST_to_SCORE_Team2",-0.300619898701209,0.300619898701209
"13285","AST_to_SCORE_Team2","PF_avg_opp_Team2",-0.300619898701209,0.300619898701209
"9320","FGP3_Team2","FGP_diff_Team2",0.300331741343817,0.300331741343817
"9725","FGP_diff_Team2","FGP3_Team2",0.300331741343817,0.300331741343817
"13583","DR_diff","Winning_percent_diff",0.299603494999595,0.299603494999595
"16148","Winning_percent_diff","DR_diff",0.299603494999595,0.299603494999595
"2068","FGP3_diff_Team1","Home_won_prob_Team1",0.299286517776443,0.299286517776443
"3688","Home_won_prob_Team1","FGP3_diff_Team1",0.299286517776443,0.299286517776443
"11670","FGP_diff_diff","TR_avg_diff_Team2",-0.299277939367685,0.299277939367685
"14910","TR_avg_diff_Team2","FGP_diff_diff",-0.299277939367685,0.299277939367685
"2581","BLK_diff","FGM_avg_Team1",0.29915791133885,0.29915791133885
"17971","FGM_avg_Team1","BLK_diff",0.29915791133885,0.29915791133885
"5899","PF_avg_Team1","TO_avg_Team1",0.2991432560641,0.2991432560641
"6844","TO_avg_Team1","PF_avg_Team1",0.2991432560641,0.2991432560641
"15904","TO_opp_diff","OR_diff",-0.299137593494078,0.299137593494078
"17389","OR_diff","TO_opp_diff",-0.299137593494078,0.299137593494078
"1783","Overtime_won_prob_Team1","Overtime_Team1",-0.299049560399869,0.299049560399869
"1918","Overtime_Team1","Overtime_won_prob_Team1",-0.299049560399869,0.299049560399869
"157","FGP_Team1","Seed_Pre_Team1",-0.298719626900797,0.298719626900797
"2722","Seed_Pre_Team1","FGP_Team1",-0.298719626900797,0.298719626900797
"11550","AST_opp_diff","TR_avg_opp_Team2",0.298476614157208,0.298476614157208
"17085","TR_avg_opp_Team2","AST_opp_diff",0.298476614157208,0.298476614157208
"5156","OR_percent_diff","TR_avg_Team1",0.298430128484688,0.298430128484688
"16766","TR_avg_Team1","OR_percent_diff",0.298430128484688,0.298430128484688
"153","Away_won_prob_Team1","Seed_Pre_Team1",-0.298421939864935,0.298421939864935
"2178","Seed_Pre_Team1","Away_won_prob_Team1",-0.298421939864935,0.298421939864935
"9063","OR_percent_Team2","FGP_Team2",-0.298410311937992,0.298410311937992
"11763","FGP_Team2","OR_percent_Team2",-0.298410311937992,0.298410311937992
"13319","TO_diff","PF_avg_opp_Team2",0.298353117774887,0.298353117774887
"17234","PF_avg_opp_Team2","TO_diff",0.298353117774887,0.298353117774887
"2565","OR_diff","FGM_avg_Team1",0.298224508374572,0.298224508374572
"15795","FGM_avg_Team1","OR_diff",0.298224508374572,0.298224508374572
"7565","TR_avg_opp_Team2","Winning_percent_Team2",-0.29820079918548,0.29820079918548
"11480","Winning_percent_Team2","TR_avg_opp_Team2",-0.29820079918548,0.29820079918548
"7544","Neutral_won_prob_Team2","Winning_percent_Team2",0.298141062288952,0.298141062288952
"8624","Winning_percent_Team2","Neutral_won_prob_Team2",0.298141062288952,0.298141062288952
"12479","Score_avg_diff_diff","AST_to_TO_Team2",-0.29803533176717,0.29803533176717
"13964","AST_to_TO_Team2","Score_avg_diff_diff",-0.29803533176717,0.29803533176717
"8518","TR_avg_diff_Team2","Away_won_prob_Team2",0.297945142190037,0.297945142190037
"11623","Away_won_prob_Team2","TR_avg_diff_Team2",0.297945142190037,0.297945142190037
"2176","EFF_diff","Home_won_prob_Team1",0.297897742195755,0.297897742195755
"18376","Home_won_prob_Team1","EFF_diff",0.297897742195755,0.297897742195755
"9062","TR_avg_diff_Team2","FGP_Team2",0.297746363571481,0.297746363571481
"11627","FGP_Team2","TR_avg_diff_Team2",0.297746363571481,0.297746363571481
"1267","AST_avg_opp_Team1","Winning_percent_Team1",-0.297675221757398,0.297675221757398
"5722","Winning_percent_Team1","AST_avg_opp_Team1",-0.297675221757398,0.297675221757398
"996","TO_avg_Team1","Games_Team1",-0.297446825639146,0.297446825639146
"5856","Games_Team1","TO_avg_Team1",-0.297446825639146,0.297446825639146
"1273","STL_to_TO_Team1","Winning_percent_Team1",0.297306035762046,0.297306035762046
"6538","Winning_percent_Team1","STL_to_TO_Team1",0.297306035762046,0.297306035762046
"2761","OR_percent_Team1","FGP_Team1",-0.297028983370964,0.297028983370964
"5461","FGP_Team1","OR_percent_Team1",-0.297028983370964,0.297028983370964
"2717","BLK_diff","FGA_avg_Team1",0.296752534903081,0.296752534903081
"17972","FGA_avg_Team1","BLK_diff",0.296752534903081,0.296752534903081
"7977","AST_avg_opp_Team2","Score_avg_diff_Team2",-0.296677447108544,0.296677447108544
"12027","Score_avg_diff_Team2","AST_avg_opp_Team2",-0.296677447108544,0.296677447108544
"7815","Away_won_prob_Team2","Score_avg_opp_Team2",-0.296638472113196,0.296638472113196
"8490","Score_avg_opp_Team2","Away_won_prob_Team2",-0.296638472113196,0.296638472113196
"15895","DR_diff","OR_diff",0.296615961713183,0.296615961713183
"16165","OR_diff","DR_diff",0.296615961713183,0.296615961713183
"11692","STL_to_TO_diff","TR_avg_diff_Team2",0.296598721068243,0.296598721068243
"17902","TR_avg_diff_Team2","STL_to_TO_diff",0.296598721068243,0.296598721068243
"37","DR_avg_opp_Team1","Seed_num_Team1",0.296495185279516,0.296495185279516
"4897","Seed_num_Team1","DR_avg_opp_Team1",0.296495185279516,0.296495185279516
"12090","TR_opp_diff","AST_avg_opp_Team2",0.296488259028644,0.296488259028644
"16545","AST_avg_opp_Team2","TR_opp_diff",0.296488259028644,0.296488259028644
"16173","AST_diff","DR_diff",0.296436693031908,0.296436693031908
"16983","DR_diff","AST_diff",0.296436693031908,0.296436693031908
"5150","OR_opp_diff","TR_avg_Team1",-0.296083432482592,0.296083432482592
"15950","TR_avg_Team1","OR_opp_diff",-0.296083432482592,0.296083432482592
"9743","OR_percent_Team2","FGP3_Team2",-0.296059184116087,0.296059184116087
"11768","FGP3_Team2","OR_percent_Team2",-0.296059184116087,0.296059184116087
"2148","FGP_diff","Home_won_prob_Team1",0.295859281266608,0.295859281266608
"14568","Home_won_prob_Team1","FGP_diff",0.295859281266608,0.295859281266608
"10880","EFF_diff","OR_avg_Team2",-0.295834530525632,0.295834530525632
"18440","OR_avg_Team2","EFF_diff",-0.295834530525632,0.295834530525632
"3839","FTP_Team1","FTM_avg_Team1",0.295763083821085,0.295763083821085
"4109","FTM_avg_Team1","FTP_Team1",0.295763083821085,0.295763083821085
"14954","AST_to_SCORE_diff","FGP_diff_diff",0.295759415033023,0.295759415033023
"17654","FGP_diff_diff","AST_to_SCORE_diff",0.295759415033023,0.295759415033023
"504","BLK_avg_Team2","Seed_num_Team2",-0.295723201404605,0.295723201404605
"12924","Seed_num_Team2","BLK_avg_Team2",-0.295723201404605,0.295723201404605
"11521","PF_avg_Team2","TR_avg_opp_Team2",0.295705408176224,0.295705408176224
"13141","TR_avg_opp_Team2","PF_avg_Team2",0.295705408176224,0.295705408176224
"7190","OR_opp_diff","EFF_Team1",-0.29567002053666,0.29567002053666
"15965","EFF_Team1","OR_opp_diff",-0.29567002053666,0.29567002053666
"5167","PF_opp_diff","TR_avg_Team1",0.295496443755677,0.295496443755677
"18262","TR_avg_Team1","PF_opp_diff",0.295496443755677,0.295496443755677
"533","AST_diff","Seed_num_Team2",0.29547418311215,0.29547418311215
"16868","Seed_num_Team2","AST_diff",0.29547418311215,0.29547418311215
"3995","PF_avg_Team1","FTA_avg_Team1",0.295453551436248,0.295453551436248
"6830","FTA_avg_Team1","PF_avg_Team1",0.295453551436248,0.295453551436248
"12362","TR_opp_diff","TO_avg_opp_Team2",0.295399700508678,0.295399700508678
"16547","TO_avg_opp_Team2","TR_opp_diff",0.295399700508678,0.295399700508678
"12766","OR_opp_diff","STL_avg_Team2",0.295399079048893,0.295399079048893
"16006","STL_avg_Team2","OR_opp_diff",0.295399079048893,0.295399079048893
"1333","FGP_opp_diff","Winning_percent_Team1",0.295366157875034,0.295366157875034
"14698","Winning_percent_Team1","FGP_opp_diff",0.295366157875034,0.295366157875034
"3453","EFF_Team1","FGP3_Team1",0.295282005476101,0.295282005476101
"7098","FGP3_Team1","EFF_Team1",0.295282005476101,0.295282005476101
"12206","Score_avg_opp_diff","TO_avg_Team2",0.295280670012992,0.295280670012992
"13826","TO_avg_Team2","Score_avg_opp_diff",0.295280670012992,0.295280670012992
"8966","AST_opp_diff","FGA_avg_Team2",0.295151943144199,0.295151943144199
"17066","FGA_avg_Team2","AST_opp_diff",0.295151943144199,0.295151943144199
"14671","DR_diff","FGP_diff",0.295114730445028,0.295114730445028
"16156","FGP_diff","DR_diff",0.295114730445028,0.295114730445028
"5071","TR_avg_opp_Team1","TR_avg_Team1",0.295077141520317,0.295077141520317
"5206","TR_avg_Team1","TR_avg_opp_Team1",0.295077141520317,0.295077141520317
"2712","TO_opp_diff","FGA_avg_Team1",-0.295040333172433,0.295040333172433
"17292","FGA_avg_Team1","TO_opp_diff",-0.295040333172433,0.295040333172433
"613","FGP_diff_Team2","Seed_Pre_Team2",-0.294999454557996,0.294999454557996
"9253","Seed_Pre_Team2","FGP_diff_Team2",-0.294999454557996,0.294999454557996
"5270","Score_avg_opp_diff","TR_avg_opp_Team1",-0.294891084309792,0.294891084309792
"13775","TR_avg_opp_Team1","Score_avg_opp_diff",-0.294891084309792,0.294891084309792
"10981","Score_avg_diff","OR_avg_opp_Team2",-0.294787182793066,0.294787182793066
"13681","OR_avg_opp_Team2","Score_avg_diff",-0.294787182793066,0.294787182793066
"8822","OR_opp_diff","FGM_avg_Team2",0.294657922607002,0.294657922607002
"15977","FGM_avg_Team2","OR_opp_diff",0.294657922607002,0.294657922607002
"4802","AST_avg_Team1","DR_avg_Team1",0.294566078346744,0.294566078346744
"5612","DR_avg_Team1","AST_avg_Team1",0.294566078346744,0.294566078346744
"4332","FTP_diff_diff","FTP_opp_Team1",-0.294548833783537,0.294548833783537
"15672","FTP_opp_Team1","FTP_diff_diff",-0.294548833783537,0.294548833783537
"12508","STL_to_TO_diff","AST_to_TO_Team2",-0.294379049649801,0.294379049649801
"17908","AST_to_TO_Team2","STL_to_TO_diff",-0.294379049649801,0.294379049649801
"2281","Home_won_prob_diff","Away_won_prob_Team1",0.294348141079471,0.294348141079471
"14161","Away_won_prob_Team1","Home_won_prob_diff",0.294348141079471,0.294348141079471
"12772","OR_percent_diff","STL_avg_Team2",-0.294253695303768,0.294253695303768
"16822","STL_avg_Team2","OR_percent_diff",-0.294253695303768,0.294253695303768
"3501","Score_avg_diff","FGP3_Team1",0.294165695679823,0.294165695679823
"13626","FGP3_Team1","Score_avg_diff",0.294165695679823,0.294165695679823
"7427","DR_avg_opp_Team2","Games_won_Team2",-0.29405278891605,0.29405278891605
"11207","Games_won_Team2","DR_avg_opp_Team2",-0.29405278891605,0.29405278891605
"9333","TR_avg_opp_Team2","FGP_diff_Team2",-0.294007339341125,0.294007339341125
"11493","FGP_diff_Team2","TR_avg_opp_Team2",-0.294007339341125,0.294007339341125
"1659","FGP3_opp_Team1","Score_avg_diff_Team1",-0.293967169882735,0.293967169882735
"3549","Score_avg_diff_Team1","FGP3_opp_Team1",-0.293967169882735,0.293967169882735
"5426","TR_opp_diff","TR_avg_diff_Team1",0.293946428638286,0.293946428638286
"16496","TR_avg_diff_Team1","TR_opp_diff",0.293946428638286,0.293946428638286
"11786","TO_avg_Team2","OR_percent_Team2",0.2939305962609,0.2939305962609
"12191","OR_percent_Team2","TO_avg_Team2",0.2939305962609,0.2939305962609
"11926","STL_avg_Team2","AST_avg_Team2",0.293920532939461,0.293920532939461
"12736","AST_avg_Team2","STL_avg_Team2",0.293920532939461,0.293920532939461
"5554","FTP_diff","OR_percent_Team1",-0.293769810836076,0.293769810836076
"15409","OR_percent_Team1","FTP_diff",-0.293769810836076,0.293769810836076
"7418","FGP3_diff_Team2","Games_won_Team2",0.29375953066205,0.29375953066205
"9983","Games_won_Team2","FGP3_diff_Team2",0.29375953066205,0.29375953066205
"7433","AST_avg_opp_Team2","Games_won_Team2",-0.293704749266119,0.293704749266119
"12023","Games_won_Team2","AST_avg_opp_Team2",-0.293704749266119,0.293704749266119
"7983","STL_to_TO_Team2","Score_avg_diff_Team2",0.293541310982299,0.293541310982299
"12843","Score_avg_diff_Team2","STL_to_TO_Team2",0.293541310982299,0.293541310982299
"14403","TR_diff_diff","Away_won_prob_diff",0.29349617513508,0.29349617513508
"16698","Away_won_prob_diff","TR_diff_diff",0.29349617513508,0.29349617513508
"1680","STL_avg_Team1","Score_avg_diff_Team1",0.293266807111596,0.293266807111596
"6405","Score_avg_diff_Team1","STL_avg_Team1",0.293266807111596,0.293266807111596
"2716","STL_to_TO_diff","FGA_avg_Team1",0.29319483198735,0.29319483198735
"17836","FGA_avg_Team1","STL_to_TO_diff",0.29319483198735,0.29319483198735
"7434","TO_avg_Team2","Games_won_Team2",-0.293167029485768,0.293167029485768
"12159","Games_won_Team2","TO_avg_Team2",-0.293167029485768,0.293167029485768
"3844","DR_avg_Team1","FTM_avg_Team1",0.293091681008436,0.293091681008436
"4789","FTM_avg_Team1","DR_avg_Team1",0.293091681008436,0.293091681008436
"15903","TO_diff","OR_diff",-0.292962196529405,0.292962196529405
"17253","OR_diff","TO_diff",-0.292962196529405,0.292962196529405
"4745","TR_diff","OR_avg_opp_Team1",0.292899202164342,0.292899202164342
"16355","OR_avg_opp_Team1","TR_diff",0.292899202164342,0.292899202164342
"6928","TO_opp_diff","PF_avg_Team1",-0.292841153506225,0.292841153506225
"17323","PF_avg_Team1","TO_opp_diff",-0.292841153506225,0.292841153506225
"1403","AST_avg_opp_Team1","Score_avg_Team1",0.292766289174913,0.292766289174913
"5723","Score_avg_Team1","AST_avg_opp_Team1",0.292766289174913,0.292766289174913
"7825","FGP3_opp_Team2","Score_avg_opp_Team2",0.292560928118687,0.292560928118687
"9850","Score_avg_opp_Team2","FGP3_opp_Team2",0.292560928118687,0.292560928118687
"1549","EFF_Team1","Score_avg_opp_Team1",0.292493385845741,0.292493385845741
"7084","Score_avg_opp_Team1","EFF_Team1",0.292493385845741,0.292493385845741
"2222","AST_to_TO_Team1","Away_won_prob_Team1",0.292454609641213,0.292454609641213
"6137","Away_won_prob_Team1","AST_to_TO_Team1",0.292454609641213,0.292454609641213
"3434","OR_avg_Team1","FGP3_Team1",-0.292304907747727,0.292304907747727
"4514","FGP3_Team1","OR_avg_Team1",-0.292304907747727,0.292304907747727
"7742","AST_opp_diff","Score_avg_Team2",0.292243876009712,0.292243876009712
"17057","Score_avg_Team2","AST_opp_diff",0.292243876009712,0.292243876009712
"8001","FGP3_diff_diff","Score_avg_diff_Team2",-0.292243736690109,0.292243736690109
"15291","Score_avg_diff_Team2","FGP3_diff_diff",-0.292243736690109,0.292243736690109
"10185","TR_diff","FTM_avg_Team2",-0.291955107636547,0.291955107636547
"16395","FTM_avg_Team2","TR_diff",-0.291955107636547,0.291955107636547
"8922","DR_avg_Team2","FGA_avg_Team2",0.29192039464636,0.29192039464636
"11082","FGA_avg_Team2","DR_avg_Team2",0.29192039464636,0.29192039464636
"15074","FTP_diff","FGP3_diff",0.291906813539191,0.291906813539191
"15479","FGP3_diff","FTP_diff",0.291906813539191,0.291906813539191
"881","FGM_avg_Team2","Seed_Diff",-0.291862678755623,0.291862678755623
"8711","Seed_Diff","FGM_avg_Team2",-0.291862678755623,0.291862678755623
"4669","TO_avg_opp_Team1","OR_avg_opp_Team1",0.291813318521211,0.291813318521211
"6019","OR_avg_opp_Team1","TO_avg_opp_Team1",0.291813318521211,0.291813318521211
"7568","AST_avg_Team2","Winning_percent_Team2",0.291698611326631,0.291698611326631
